"MSA","FIPS"
"KNOXVILLE, TN","47009"
"RURAL","47011"
"RURAL","47013"
"RURAL","47015"
"RURAL","47017"
"JOHNSON CITY, TN","47019"
"NASHVILLE, TN","47021"
"JACKSON, TN","47023"
"RURAL","47025"
"RURAL","47027"
"RURAL","47029"
"RURAL","47031"
"RURAL","47033"
"RURAL","47035"
"NASHVILLE, TN","47037"
"RURAL","47039"
"RURAL","47041"
"NASHVILLE, TN","47043"
"RURAL","47045"
"MEMPHIS, TN","47047"
"RURAL","47049"
"RURAL","47051"
"RURAL","47053"
"RURAL","47055"
"RURAL","47057"
"RURAL","47059"
"RURAL","47061"
"RURAL","47063"
"CHATTANOOGA, TN","47065"
"RURAL","47067"
"RURAL","47069"
"RURAL","47071"
"JOHNSON CITY, TN","47073"
"RURAL","47075"
"RURAL","47077"
"RURAL","47079"
"RURAL","47081"
"RURAL","47083"
"RURAL","47085"
"RURAL","47087"
"RURAL","47089"
"RURAL","47091"
"KNOXVILLE, TN","47093"
"RURAL","47095"
"RURAL","47097"
"RURAL","47099"
"RURAL","47101"
"RURAL","47103"
"KNOXVILLE, TN","47105"
"RURAL","47107"
"RURAL","47109"
"RURAL","47111"
"JACKSON, TN","47113"
"CHATTANOOGA, TN","47115"
"RURAL","47117"
"RURAL","47119"
"RURAL","47121"
"RURAL","47123"
"CLARKSVILLE, TN","47125"
"RURAL","47127"
"RURAL","47129"
"RURAL","47131"
"RURAL","47133"
"RURAL","47135"
"RURAL","47137"
"RURAL","47139"
"RURAL","47141"
"RURAL","47143"
"RURAL","47145"
"NASHVILLE, TN","47147"
"NASHVILLE, TN","47149"
"RURAL","47151"
"RURAL","47153"
"KNOXVILLE, TN","47155"
"MEMPHIS, TN","47157"
"RURAL","47159"
"RURAL","47161"
"JOHNSON CITY, TN","47163"
"NASHVILLE, TN","47165"
"MEMPHIS, TN","47167"
"RURAL","47169"
"JOHNSON CITY, TN","47171"
"KNOXVILLE, TN","47173"
"RURAL","47177"
"JOHNSON CITY, TN","47179"
"RURAL","47181"
"RURAL","47183"
"RURAL","47185"
"NASHVILLE, TN","47187"
"NASHVILLE, TN","47189"
"RURAL","48001"
"RURAL","48003"
"RURAL","48005"
"RURAL","48007"
"WICHITA FALLS, TX","48009"
"RURAL","48011"
"RURAL","48013"
"RURAL","48015"
"RURAL","48017"
"RURAL","48019"
"AUSTIN, TX","48021"
"RURAL","48023"
"RURAL","48025"
"TEMPLE, TX","48027"
"SAN ANTONIO, TX","48029"
"RURAL","48031"
"RURAL","48033"
"RURAL","48035"
"TEXARKANA, TX","48037"
"HOUSTON, TX","48039"
"BRYAN, TX","48041"
"RURAL","48043"
"RURAL","48045"
"RURAL","48047"
"RURAL","48049"
"RURAL","48051"
"RURAL","48053"
"AUSTIN, TX","48055"
"RURAL","48057"
"RURAL","48059"
"HARLINGEN, TX","48061"
"RURAL","48063"
"RURAL","48065"
"RURAL","48067"
"RURAL","48069"
"HOUSTON, TX","48071"
"RURAL","48073"
"RURAL","48075"
"RURAL","48077"
"RURAL","48079"
"RURAL","48081"
"RURAL","48083"
"DALLAS, TX","48085"
"RURAL","48087"
"RURAL","48089"
"SAN ANTONIO, TX","48091"
"RURAL","48093"
"RURAL","48095"
"RURAL","48097"
"TEMPLE, TX","48099"
"RURAL","48101"
"RURAL","48103"
"RURAL","48105"
"RURAL","48107"
"RURAL","48109"
"RURAL","48111"
"DALLAS, TX","48113"
"RURAL","48115"
"RURAL","48117"
"RURAL","48119"
"DALLAS, TX","48121"
"RURAL","48123"
"RURAL","48125"
"RURAL","48127"
"RURAL","48129"
"RURAL","48131"
"RURAL","48133"
"MIDLAND, TX","48135"
"RURAL","48137"
"DALLAS, TX","48139"
"EL PASO, TX","48141"
"RURAL","48143"
"RURAL","48145"
"RURAL","48147"
"RURAL","48149"
"RURAL","48151"
"RURAL","48153"
"RURAL","48155"
"HOUSTON, TX","48157"
"RURAL","48159"
"RURAL","48161"
"RURAL","48163"
"RURAL","48165"
"HOUSTON, TX","48167"
"RURAL","48169"
"RURAL","48171"
"RURAL","48175"
"RURAL","48177"
"RURAL","48179"
"SHERMAN, TX","48181"
"LONGVIEW, TX","48183"
"RURAL","48185"
"SAN ANTONIO, TX","48187"
"RURAL","48189"
"RURAL","48191"
"RURAL","48193"
"RURAL","48195"
"RURAL","48197"
"BEAUMONT, TX","48199"
"HOUSTON, TX","48201"
"LONGVIEW, TX","48203"
"RURAL","48205"
"RURAL","48207"
"AUSTIN, TX","48209"
"RURAL","48211"
"DALLAS, TX","48213"
"MCALLEN, TX","48215"
"RURAL","48217"
"RURAL","48219"
"DALLAS, TX","48221"
"RURAL","48223"
"RURAL","48225"
"RURAL","48227"
"RURAL","48229"
"DALLAS, TX","48231"
"RURAL","48233"
"RURAL","48235"
"RURAL","48237"
"RURAL","48239"
"RURAL","48241"
"RURAL","48243"
"BEAUMONT, TX","48245"
"RURAL","48247"
"RURAL","48249"
"DALLAS, TX","48251"
"RURAL","48253"
"RURAL","48255"
"DALLAS, TX","48257"
"RURAL","48259"
"RURAL","48263"
"RURAL","48265"
"RURAL","48267"
"RURAL","48269"
"RURAL","48271"
"RURAL","48273"
"RURAL","48275"
"RURAL","48277"
"RURAL","48279"
"RURAL","48281"
"RURAL","48283"
"RURAL","48285"
"RURAL","48287"
"RURAL","48289"
"HOUSTON, TX","48291"
"RURAL","48293"
"RURAL","48295"
"RURAL","48297"
"RURAL","48299"
"LUBBOCK, TX","48303"
"RURAL","48305"
"RURAL","48307"
"WACO, TX","48309"
"RURAL","48311"
"RURAL","48313"
"RURAL","48315"
"RURAL","48317"
"RURAL","48319"
"RURAL","48321"
"RURAL","48323"
"RURAL","48325"
"RURAL","48327"
"MIDLAND, TX","48329"
"RURAL","48331"
"RURAL","48333"
"RURAL","48335"
"RURAL","48337"
"HOUSTON, TX","48339"
"RURAL","48341"
"RURAL","48343"
"RURAL","48345"
"RURAL","48347"
"RURAL","48349"
"RURAL","48351"
"RURAL","48353"
"CRP CHRISTI, TX","48355"
"RURAL","48357"
"RURAL","48359"
"BEAUMONT, TX","48361"
"RURAL","48363"
"RURAL","48365"
"DALLAS, TX","48367"
"RURAL","48369"
"RURAL","48371"
"RURAL","48373"
"AMARILLO, TX","48375"
"RURAL","48377"
"RURAL","48379"
"AMARILLO, TX","48381"
"RURAL","48383"
"RURAL","48385"
"RURAL","48387"
"RURAL","48389"
"RURAL","48391"
"RURAL","48393"
"RURAL","48395"
"DALLAS, TX","48397"
"RURAL","48399"
"RURAL","48401"
"RURAL","48403"
"RURAL","48405"
"RURAL","48407"
"CRP CHRISTI, TX","48409"
"RURAL","48411"
"RURAL","48413"
"RURAL","48415"
"RURAL","48417"
"RURAL","48419"
"RURAL","48421"
"TYLER, TX","48423"
"RURAL","48425"
"RURAL","48427"
"RURAL","48429"
"RURAL","48431"
"RURAL","48433"
"RURAL","48435"
"RURAL","48437"
"DALLAS, TX","48439"
"ABILENE, TX","48441"
"RURAL","48443"
"RURAL","48445"
"RURAL","48447"
"RURAL","48449"
"SAN ANGELO, TX","48451"
"AUSTIN, TX","48453"
"RURAL","48455"
"RURAL","48457"
"LONGVIEW, TX","48459"
"RURAL","48461"
"RURAL","48463"
"RURAL","48465"
"RURAL","48467"
"VICTORIA, TX","48469"
"RURAL","48471"
"HOUSTON, TX","48473"
"RURAL","48475"
"RURAL","48477"
"LAREDO, TX","48479"
"RURAL","48481"
"RURAL","48483"
"WICHITA FALLS, TX","48485"
"RURAL","48487"
"RURAL","48489"
"AUSTIN, TX","48491"
"SAN ANTONIO, TX","48493"
"RURAL","48495"
"RURAL","48497"
"RURAL","48499"
"RURAL","48501"
"RURAL","48503"
"RURAL","48505"
"RURAL","48507"
"RURAL","49003"
"RURAL","49005"
"RURAL","49007"
"RURAL","49009"
"SALT LAKE CTY, UT","49011"
"RURAL","49013"
"RURAL","49015"
"RURAL","49017"
"RURAL","49019"
"RURAL","49021"
"RURAL","49023"
"FLAGSTAFF, AZ","49025"
"RURAL","49027"
"RURAL","49029"
"RURAL","49031"
"RURAL","49033"
"SALT LAKE CTY, UT","49035"
"RURAL","49037"
"RURAL","49039"
"RURAL","49041"
"RURAL","49043"
"RURAL","49045"
"RURAL","49047"
"PROVO, UT","49049"
"RURAL","49051"
"RURAL","49053"
"RURAL","49055"
"SALT LAKE CTY, UT","49057"
"RURAL","50001"
"RURAL","50003"
"RURAL","50005"
"BURLINGTON, VT","50007"
"RURAL","50009"
"BURLINGTON, VT","50011"
"BURLINGTON, VT","50013"
"RURAL","50015"
"RURAL","50017"
"RURAL","50019"
"RURAL","50021"
"RURAL","50023"
"RURAL","50025"
"RURAL","50027"
"RURAL","51001"
"CHARLOTTESVLE, VA","51003"
"RURAL","51005"
"RURAL","51007"
"LYNCHBURG, VA","51009"
"RURAL","51011"
"WASHINGTON, DC","51013"
"RURAL","51015"
"RURAL","51017"
"LYNCHBURG, VA","51019"
"RURAL","51021"
"ROANOKE, VA","51023"
"RURAL","51025"
"RURAL","51027"
"RURAL","51029"
"LYNCHBURG, VA","51031"
"RURAL","51033"
"RURAL","51035"
"RICHMOND, VA","51036"
"RURAL","51037"
"RICHMOND, VA","51041"
"WASHINGTON, DC","51043"
"RURAL","51045"
"WASHINGTON, DC","51047"
"RURAL","51049"
"RURAL","51051"
"RICHMOND, VA","51053"
"RURAL","51057"
"WASHINGTON, DC","51059"
"WASHINGTON, DC","51061"
"RURAL","51063"
"CHARLOTTESVLE, VA","51065"
"RURAL","51067"
"RURAL","51069"
"RURAL","51071"
"VIRGINIA BCH, VA","51073"
"RICHMOND, VA","51075"
"RURAL","51077"
"CHARLOTTESVLE, VA","51079"
"RURAL","51081"
"RURAL","51083"
"RICHMOND, VA","51085"
"RICHMOND, VA","51087"
"RURAL","51089"
"RURAL","51091"
"VIRGINIA BCH, VA","51093"
"VIRGINIA BCH, VA","51095"
"RURAL","51097"
"WASHINGTON, DC","51099"
"RURAL","51101"
"RURAL","51103"
"RURAL","51105"
"WASHINGTON, DC","51107"
"RURAL","51109"
"RURAL","51111"
"RURAL","51113"
"VIRGINIA BCH, VA","51115"
"RURAL","51117"
"RURAL","51119"
"RURAL","51121"
"RURAL","51125"
"RICHMOND, VA","51127"
"RURAL","51131"
"RURAL","51133"
"RURAL","51135"
"RURAL","51137"
"RURAL","51139"
"RURAL","51141"
"DANVILLE, VA","51143"
"RICHMOND, VA","51145"
"RURAL","51147"
"RICHMOND, VA","51149"
"WASHINGTON, DC","51153"
"RURAL","51155"
"RURAL","51157"
"RURAL","51159"
"ROANOKE, VA","51161"
"RURAL","51163"
"RURAL","51165"
"RURAL","51167"
"JOHNSON CITY, TN","51169"
"RURAL","51171"
"RURAL","51173"
"RURAL","51175"
"WASHINGTON, DC","51177"
"WASHINGTON, DC","51179"
"RURAL","51181"
"RURAL","51183"
"RURAL","51185"
"WASHINGTON, DC","51187"
"JOHNSON CITY, TN","51191"
"RURAL","51193"
"RURAL","51195"
"RURAL","51197"
"VIRGINIA BCH, VA","51199"
"WASHINGTON, DC","51510"
"JOHNSON CITY, TN","51520"
"RURAL","51530"
"CHARLOTTESVLE, VA","51540"
"VIRGINIA BCH, VA","51550"
"RICHMOND, VA","51570"
"RURAL","51580"
"DANVILLE, VA","51590"
"WASHINGTON, DC","51600"
"WASHINGTON, DC","51610"
"RURAL","51620"
"WASHINGTON, DC","51630"
"RURAL","51640"
"VIRGINIA BCH, VA","51650"
"RURAL","51660"
"RICHMOND, VA","51670"
"RURAL","51678"
"LYNCHBURG, VA","51680"
"WASHINGTON, DC","51683"
"WASHINGTON, DC","51685"
"RURAL","51690"
"VIRGINIA BCH, VA","51700"
"VIRGINIA BCH, VA","51710"
"RURAL","51720"
"RICHMOND, VA","51730"
"VIRGINIA BCH, VA","51735"
"VIRGINIA BCH, VA","51740"
"RURAL","51750"
"RICHMOND, VA","51760"
"ROANOKE, VA","51770"
"ROANOKE, VA","51775"
"RURAL","51790"
"VIRGINIA BCH, VA","51800"
"VIRGINIA BCH, VA","51810"
"RURAL","51820"
"VIRGINIA BCH, VA","51830"
"RURAL","51840"
"RURAL","53001"
"RURAL","53003"
"RICHLAND, WA","53005"
"RURAL","53007"
"RURAL","53009"
"PORTLAND, OR","53011"
"RURAL","53013"
"RURAL","53015"
"RURAL","53017"
"RURAL","53019"
"RICHLAND, WA","53021"
"RURAL","53023"
"RURAL","53025"
"RURAL","53027"
"SEATTLE, WA","53029"
"RURAL","53031"
"SEATTLE, WA","53033"
"SEATTLE, WA","53035"
"RURAL","53037"
"RURAL","53039"
"RURAL","53041"
"RURAL","53043"
"RURAL","53045"
"RURAL","53047"
"RURAL","53049"
"RURAL","53051"
"SEATTLE, WA","53053"
"RURAL","53055"
"RURAL","53057"
"RURAL","53059"
"SEATTLE, WA","53061"
"SPOKANE, WA","53063"
"RURAL","53065"
"SEATTLE, WA","53067"
"RURAL","53069"
"RURAL","53071"
"BELLINGHAM, WA","53073"
"RURAL","53075"
"YAKIMA, WA","53077"
"RURAL","54001"
"WASHINGTON, DC","54003"
"RURAL","54005"
"RURAL","54007"
"STEUBENVILLE, OH","54009"
"HUNTINGTON, WV","54011"
"RURAL","54013"
"RURAL","54015"
"RURAL","54017"
"RURAL","54019"
"RURAL","54021"
"RURAL","54023"
"RURAL","54025"
"RURAL","54027"
"STEUBENVILLE, OH","54029"
"RURAL","54031"
"RURAL","54033"
"RURAL","54035"
"WASHINGTON, DC","54037"
"CHARLESTON, WV","54039"
"RURAL","54041"
"RURAL","54043"
"RURAL","54045"
"RURAL","54047"
"RURAL","54049"
"WHEELING, WV","54051"
"RURAL","54053"
"RURAL","54055"
"CUMBERLAND, MD","54057"
"RURAL","54059"
"RURAL","54061"
"RURAL","54063"
"RURAL","54065"
"RURAL","54067"
"WHEELING, WV","54069"
"RURAL","54071"
"RURAL","54073"
"RURAL","54075"
"RURAL","54077"
"CHARLESTON, WV","54079"
"RURAL","54081"
"RURAL","54083"
"RURAL","54085"
"RURAL","54087"
"RURAL","54089"
"RURAL","54091"
"RURAL","54093"
"RURAL","54095"
"RURAL","54097"
"HUNTINGTON, WV","54099"
"RURAL","54101"
"RURAL","54103"
"RURAL","54105"
"PARKERSBURG, WV","54107"
"RURAL","54109"
"RURAL","55001"
"RURAL","55003"
"RURAL","55005"
"RURAL","55007"
"GREEN BAY, WI","55009"
"RURAL","55011"
"RURAL","55013"
"APPLETON, WI","55015"
"EAU CLAIRE, WI","55017"
"RURAL","55019"
"RURAL","55021"
"RURAL","55023"
"MADISON, WI","55025"
"RURAL","55027"
"RURAL","55029"
"DULUTH, MN","55031"
"RURAL","55033"
"EAU CLAIRE, WI","55035"
"RURAL","55037"
"RURAL","55039"
"RURAL","55041"
"RURAL","55043"
"RURAL","55045"
"RURAL","55047"
"RURAL","55049"
"RURAL","55051"
"RURAL","55053"
"RURAL","55055"
"RURAL","55057"
"CHICAGO, IL","55059"
"RURAL","55061"
"LA CROSSE, WI","55063"
"RURAL","55065"
"RURAL","55067"
"RURAL","55069"
"RURAL","55071"
"WAUSAU, WI","55073"
"RURAL","55075"
"RURAL","55077"
"RURAL","55078"
"MILWAUKEE, WI","55079"
"RURAL","55081"
"RURAL","55083"
"RURAL","55085"
"APPLETON, WI","55087"
"MILWAUKEE, WI","55089"
"RURAL","55091"
"MINNEAPOLIS, MN","55093"
"RURAL","55095"
"RURAL","55097"
"RURAL","55099"
"MILWAUKEE, WI","55101"
"RURAL","55103"
"JANESVILLE, WI","55105"
"RURAL","55107"
"MINNEAPOLIS, MN","55109"
"RURAL","55111"
"RURAL","55113"
"RURAL","55115"
"SHEBOYGAN, WI","55117"
"RURAL","55119"
"RURAL","55121"
"RURAL","55123"
"RURAL","55125"
"RURAL","55127"
"RURAL","55129"
"MILWAUKEE, WI","55131"
"MILWAUKEE, WI","55133"
"RURAL","55135"
"RURAL","55137"
"APPLETON, WI","55139"
"RURAL","55141"
"RURAL","56001"
"RURAL","56003"
"RURAL","56005"
"RURAL","56007"
"RURAL","56009"
"RURAL","56011"
"RURAL","56013"
"RURAL","56015"
"RURAL","56017"
"RURAL","56019"
"CHEYENNE, WY","56021"
"RURAL","56023"
"CASPER, WY","56025"
"RURAL","56027"
"RURAL","56029"
"RURAL","56031"
"RURAL","56033"
"RURAL","56035"
"RURAL","56037"
"RURAL","56039"
"RURAL","56041"
"RURAL","56043"
"RURAL","56045"
"RURAL","60050"
"RURAL","64003"
"RURAL","66010"
"RURAL","69010"
"RURAL","70030"
"RURAL","72001"
"RURAL","72003"
"RURAL","72005"
"RURAL","72007"
"RURAL","72009"
"RURAL","72011"
"RURAL","72013"
"RURAL","72015"
"RURAL","72017"
"RURAL","72021"
"RURAL","72023"
"RURAL","72025"
"RURAL","72027"
"RURAL","72029"
"RURAL","72031"
"RURAL","72033"
"RURAL","72035"
"RURAL","72037"
"RURAL","72039"
"RURAL","72041"
"RURAL","72043"
"RURAL","72049"
"RURAL","72051"
"RURAL","72053"
"RURAL","72054"
"RURAL","72055"
"RURAL","72057"
"RURAL","72061"
"RURAL","72063"
"RURAL","72065"
"RURAL","72067"
"RURAL","72069"
"RURAL","72071"
"RURAL","72075"
"RURAL","72077"
"RURAL","72081"
"RURAL","72083"
"RURAL","72085"
"RURAL","72087"
"RURAL","72089"
"RURAL","72091"
"RURAL","72095"
"RURAL","72097"
"RURAL","72099"
"RURAL","72101"
"RURAL","72103"
"RURAL","72105"
"RURAL","72109"
"RURAL","72113"
"RURAL","72115"
"RURAL","72117"
"RURAL","72119"
"RURAL","72121"
"RURAL","72123"
"RURAL","72125"
"RURAL","72127"
"RURAL","72129"
"RURAL","72131"
"RURAL","72133"
"RURAL","72137"
"RURAL","72139"
"RURAL","72141"
"RURAL","72143"
"RURAL","72145"
"RURAL","72147"
"RURAL","72149"
"RURAL","72153"
"RURAL","78010"
"RURAL","78020"
"RURAL","78030"
"RURAL","AE"
"RURAL","AP"
NA,NA
